Date;company;Date2;location;Date3;title
2018-04-19;敦陽科技股份有限公司;2018-04-19;台北市 內湖區;2018-04-19;技術工程師
2018-04-19;財團法人工業技術研究院;2018-04-19;新竹縣 竹東鎮;2018-04-19;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2018-04-19;香港商影美晴有限公司;2018-04-19;台北市 大安區;2018-04-19;數據科學家 (Data Scientist)
2018-04-19;跨境電商股份有限公司;2018-04-19;台中市 西屯區;2018-04-19;PHP系統技術工程師mysql
2018-04-19;Oath Inc;2018-04-19;台北市;2018-04-19;2018 Summer Intern - APAC Data Engineering Intern
2018-04-19;Lumentum Operations LLC;2018-04-19;台北市;2018-04-19;Taiwan Finance Manager
2018-04-19;Expedia;2018-04-19;台北市;2018-04-19;Manager, Lodging Content Operations
2018-04-19;巴黎管理顧問股份有限公司;2018-04-19;台北市;2018-04-19;資訊部 IT Digital
2018-05-18;儒毅科技股份有限公司;2018-05-18;台北市;2018-05-18;O2O管理平台程式設計
2018-05-18;FYTE;2018-05-18;台北市;2018-05-18;Big Data Department Manager
2018-05-18;中國信託金融控股股份有限公司(中國信託);2018-05-18;台北市 南港區;2018-05-18;數據科學家
2018-05-18;東南旅行社股份有限公司;2018-05-18;台北市 中山區;2018-05-18;資料分析師(資訊一部)
2018-05-18;安德網路股份有限公司;2018-05-18;台北市 中山區;2018-05-18;Full Stack developer
2018-05-18;香港商影美晴有限公司;2018-05-18;台北市 大安區;2018-05-18;數據科學家 (Data Scientist)
2018-05-18;宏碁股份有限公司;2018-05-18;新北市 汐止區;2018-05-18;【Marketing】Data analyst - 1800132
2018-05-18;建漢科技股份有限公司;2018-05-18;新竹縣 寶山鄉;2018-05-18;Database Backend Engineer(台北/新竹)
2018-05-18;敦陽科技股份有限公司;2018-05-18;台北市 內湖區;2018-05-18;技術工程師
2018-05-18;兆洋資訊股份有限公司;2018-05-18;台北市 內湖區;2018-05-18;【台北內湖】網路文字資料探勘分析(Text Mining/Data Crawler)演算法工程師
2018-03-10;Lumentum Operations LLC;2018-03-10;桃園市;2018-03-10;BI Engineer(Enterprise Apps Analyst 3)
2018-03-10;虎門科技股份有限公司;2018-03-10;新北市;2018-03-10;IE4.0事業-工業及商業大數據分析專案工程師(板橋/台中)
2018-03-10;經緯智庫股份有限公司(MGR);2018-03-10;台北市;2018-03-10;Big Data/AI Developer
2018-03-10;IBM;2018-03-10;台北市;2018-03-10;IT Architect
2018-03-10;香港商影美晴有限公司;2018-03-10;台北市 大安區;2018-03-10;數據科學家 (Data Scientist)
2018-03-10;好好投資科技股份有限公司;2018-03-10;台北市 信義區;2018-03-10;數據分析研究生 (台大企業博覽會專案)
2018-03-10;宏碁股份有限公司;2018-03-10;新北市 汐止區;2018-03-10;【Marketing】Data analyst - 1800132
2018-03-10;中國信託金融控股股份有限公司(中國信託);2018-03-10;台北市 南港區;2018-03-10;行政_大數據/AI開發工程師
2018-03-10;國立清華大學;2018-03-10;新竹市;2018-03-10;誠徵 雲端平台架構師
2018-03-10;優力華人力資源管理顧問有限公司;2018-03-10;台北市;2018-03-10;Data Engineer
2018-03-10;凌群電腦股份有限公司;2018-03-10;台北市 萬華區;2018-03-10;軟體工程師(證券)
2018-03-10;Lumentum Operations LLC;2018-03-10;桃園市;2018-03-10;Software Engineer (Enterprise Apps Analyst 3)
2018-03-10;億光電子工業股份有限公司;2018-03-10;新北市 樹林區;2018-03-10;資料庫管理專員
2018-03-10;國立清華大學;2018-03-10;新竹市;2018-03-10;誠徵 資料工程師
2018-03-10;精誠資訊股份有限公司;2018-03-10;台北市 內湖區;2018-03-10;技術經理-F20M
2018-03-10;聚碩科技股份有限公司;2018-03-10;台北市 內湖區;2018-03-10;Pre-sales【SISG】
2018-03-10;KPMG_安侯建業聯合會計師事務所;2018-03-10;台北市 信義區;2018-03-10;【顧問部】顧問師/高級顧問師 (財務風險管理 Web程式設計)-316
2018-03-10;敦陽科技股份有限公司;2018-03-10;台北市 內湖區;2018-03-10;大數據平台開發工程師(台北)
2018-03-10;聚碩科技股份有限公司;2018-03-10;新竹市 北區;2018-03-10;資料庫管理工程師【HCBU】
2018-03-10;葡萄王生技股份有限公司;2018-03-10;桃園市 平鎮區;2018-03-10;『平鎮廠』資料分析工程師
2018-03-10;聯華電子股份有限公司;2018-03-10;台南市 新市區;2018-03-10;深度學習建模與開發工程師_南科
2018-03-10;敦陽科技股份有限公司;2018-03-10;台北市 內湖區;2018-03-10;資深大數據平台開發工程師(台北)
2018-03-10;台新國際商業銀行股份有限公司;2018-03-10;台北市 內湖區;2018-03-10;數據工程師
2018-04-25;精誠資訊股份有限公司;2018-04-25;台北市 內湖區;2018-04-25;技術經理-F20M
2018-04-25;台灣大哥大股份有限公司;2018-04-25;台北市 大安區;2018-04-25;myBook電子書平台資深工程師(年薪600,000 - 900,000)
2018-04-25;台灣積體電路製造股份有限公司(台積電);2018-04-25;新竹市 東區;2018-04-25;電腦整合製造系統工程師
2018-04-25;驊宏資通股份有限公司;2018-04-25;台北市 中正區;2018-04-25;2018年研替役-資料科學家
2018-04-25;台灣積體電路製造股份有限公司(台積電);2018-04-25;新竹市 東區;2018-04-25;資訊技術建構工程師
2018-04-25;台灣積體電路製造股份有限公司(台積電);2018-04-25;新竹市 東區;2018-04-25;大數據分析/資料科學工程師
2018-04-25;米高蒲志(Michael Page);2018-04-25;台北市;2018-04-25;Data Engineer
2018-04-25;鼎漢國際工程顧問股份有限公司;2018-04-25;台北市 信義區;2018-04-25;數據師、大數據分析師
2018-04-25;台灣積體電路製造股份有限公司(台積電);2018-04-25;新竹市 東區;2018-04-25;資訊系統管理工程師
2018-04-25;佳邦科技股份有限公司;2018-04-25;苗栗縣 竹南鎮;2018-04-25;資料分析工程師
2018-04-25;宜蘭食品工業股份有限公司(旺旺集團);2018-04-25;台北市 南港區;2018-04-25;台北科技研發中心-JAVA工程師
2018-04-25;台灣積體電路製造股份有限公司(台積電);2018-04-25;新竹市 東區;2018-04-25;工廠自動化軟體開發工程師
2018-04-25;緯創軟體股份有限公司;2018-04-25;台北市 內湖區;2018-04-25;大數據工程師
2018-06-06;Amazon.com;2018-06-06;台北市;2018-06-06;Manager, AWS Technical Support Team
2018-06-06;Genesis Gaming;2018-06-06;台北市;2018-06-06;Data Scientist
2018-06-06;富邦媒體科技股份有限公司;2018-06-06;台北市 內湖區;2018-06-06;機器學習/資料科學工程師
2018-06-06;中央研究院(中研院);2018-06-06;台北市 南港區;2018-06-06;中研院統計所『資料科學統計合作社』誠徵研究助理數名
2018-06-06;Oath Inc;2018-06-06;台北市;2018-06-06;Sr. Software Engineer
2018-06-06;驊宏資通股份有限公司;2018-06-06;台北市 中正區;2018-06-06;2018年研替役-資料科學家
2018-06-06;中華電信股份有限公司;2018-06-06;台北市;2018-06-06;分析平台建置與管理
2018-06-06;中華電信股份有限公司;2018-06-06;台北市;2018-06-06;系統建置與管理
2018-06-06;香港商傑風網路有限公司台灣分公司;2018-06-06;台北市;2018-06-06;軟體工程師
2018-06-06;香港商傑風網路有限公司台灣分公司;2018-06-06;台北市;2018-06-06;資料庫/商務智慧系統工程師
2018-06-06;Recruit Express;2018-06-06;台北市;2018-06-06;自然語言處理科學家 (NLP)
2018-06-06;億光電子工業股份有限公司;2018-06-06;新北市 樹林區;2018-06-06;資料庫管理專員
2018-04-02;Lumentum Operations LLC;2018-04-02;桃園市;2018-04-02;BI Engineer(Enterprise Apps Analyst 3)
2018-04-02;中華電信公司;2018-04-02;台灣;2018-04-02;中華電信公司107年第7次從業人員(具工作經驗)遴選簡章
2018-04-02;騰雲科技服務股份有限公司;2018-04-02;新北市;2018-04-02;BI工程師 / 大數據工程師
2018-04-02;經緯智庫股份有限公司(MGR);2018-04-02;台北市;2018-04-02;Sr. APT Backend Developer
2018-04-02;驊宏資通股份有限公司;2018-04-02;台北市 中正區;2018-04-02;2018年研替役-資料科學家
2018-04-02;凌群電腦股份有限公司;2018-04-02;台北市 萬華區;2018-04-02;軟體研發人員(RD2)
2018-04-02;中國信託金融控股股份有限公司(中國信託);2018-04-02;台北市 南港區;2018-04-02;數據科學家
2018-04-02;台貿全球電子商務股份有限公司;2018-04-02;新北市 林口區;2018-04-02;雲端平台研發工程師
2018-04-02;鼎漢國際工程顧問股份有限公司;2018-04-02;台中市 北區;2018-04-02;數據師、大數據分析師
2018-04-02;富邦媒體科技股份有限公司;2018-04-02;台北市 內湖區;2018-04-02;機器學習/資料科學工程師
2018-04-02;驊宏資通股份有限公司;2018-04-02;台北市 中正區;2018-04-02;2018年研發替代役-資料科學家
2018-04-02;中華電信股份有限公司;2018-04-02;台北市;2018-04-02;資訊系統開發及專案支援
2018-04-02;米高蒲志(Michael Page);2018-04-02;台北市;2018-04-02;BI Engineer - Multinational E-commerce Start-up
2018-04-02;晶元光電股份有限公司.;2018-04-02;新竹市 東區;2018-04-02;系統開發工程師2(竹科)
2018-04-02;國眾電腦股份有限公司(總公司);2018-04-02;台北市 內湖區;2018-04-02;【交大RAISE計畫】資料科學工程師
2018-04-02;建漢科技股份有限公司;2018-04-02;新竹縣 寶山鄉;2018-04-02;Database Backend Engineer(台北/新竹)
2018-04-02;晶元光電股份有限公司.;2018-04-02;台南市 新市區;2018-04-02;資訊系統整合工程師(南科)
2018-04-02;Micron;2018-04-02;台中市;2018-04-02;MCT BE Automation PCS Engineer
2018-04-02;Boehringer Ingelheim;2018-04-02;台北市;2018-04-02;醫藥業務專員 (北區) - CV/CNS
2018-04-02;Rythm;2018-04-02;台北市;2018-04-02;Manufacturing Operations Manager - Based in Taipei
2018-04-02;JTI;2018-04-02;台北市;2018-04-02;Finance Associate Manager
2018-03-04;Lumentum Operations LLC;2018-03-04;桃園市;2018-03-04;BI Engineer(Enterprise Apps Analyst 3)
2018-03-04;敦陽科技股份有限公司;2018-03-04;台北市 內湖區;2018-03-04;Senior Software Developer (J2EE & Big Data)
2018-03-04;Oath Inc;2018-03-04;台北市;2018-03-04;2018 Summer Intern - Multiple Openings
2018-03-04;訊動科技股份有限公司;2018-03-04;台北市;2018-03-04;軟體工程師-Back End
2018-03-04;鴻海精密工業股份有限公司(鴻海);2018-03-04;新北市 土城區;2018-03-04;【2018新幹班】01.人工智能類
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;台中市 西屯區;2018-03-04;系統/軟體開發工程師 (台中)
2018-03-04;富邦媒體科技股份有限公司;2018-03-04;台北市 內湖區;2018-03-04;機器學習/資料科學工程師
2018-03-04;Micron;2018-03-04;台中市;2018-03-04;MCT Yield Enhancement Senior Engineer
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;新竹市 東區;2018-03-04;大數據分析/資料科學工程師
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;新竹市 東區;2018-03-04;電腦整合製造系統工程師
2018-03-04;財團法人資訊工業策進會(資策會);2018-03-04;台北市 松山區;2018-03-04;【創研所】研發工程師
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;新竹市 東區;2018-03-04;資訊技術建構工程師
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;新竹市 東區;2018-03-04;資訊系統管理工程師
2018-03-04;台灣積體電路製造股份有限公司(台積電);2018-03-04;新竹市 東區;2018-03-04;工廠自動化軟體開發工程師
2018-03-04;民揚生醫科技股份有限公司;2018-03-04;苗栗縣 竹南鎮;2018-03-04;雲端平台研發工程師
2018-03-04;財團法人工業技術研究院;2018-03-04;新竹縣 竹東鎮;2018-03-04;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2018-03-04;財團法人工業技術研究院;2018-03-04;新竹縣 竹東鎮;2018-03-04;派遣_工研院資通所_大數據資料處理軟體工程師(N3)
2018-03-04;Lumentum Operations LLC;2018-03-04;桃園市;2018-03-04;Software Engineer (Enterprise Apps Analyst 3)
2018-03-27;Lumentum Operations LLC;2018-03-27;桃園市;2018-03-27;BI Engineer(Enterprise Apps Analyst 3)
2018-03-27;中華電信公司;2018-03-27;台灣;2018-03-27;中華電信公司107年第7次從業人員(具工作經驗)遴選簡章
2018-03-27;Placements.io;2018-03-27;台北市;2018-03-27;Senior Backend Engineer - Taipei, Taiwan
2018-03-27;富邦媒體科技股份有限公司(富邦momo);2018-03-27;台北市 內湖區;2018-03-27;D4000 機器學習/資料科學工程師
2018-03-27;凌群電腦股份有限公司;2018-03-27;台北市 萬華區;2018-03-27;系統設計師(證券)
2018-03-27;吉樂健康資訊科技有限公司;2018-03-27;台中市 沙鹿區;2018-03-27;雲端系統架構工程師、其他資訊專業人員
2018-03-27;晶元光電股份有限公司.;2018-03-27;台南市 新市區;2018-03-27;資訊系統整合工程師(南科)
2018-03-27;Lumentum Operations LLC;2018-03-27;桃園市;2018-03-27;Software Engineer (Enterprise Apps Analyst 3)
2018-03-27;Corning;2018-03-27;台北市 內湖區;2018-03-27;502941000
2018-03-27;Google;2018-03-27;台北市;2018-03-27;Technical Operations Manager, Corporate Engineering
2018-03-27;Google;2018-03-27;台北市;2018-03-27;Facilities Manager
2018-03-27;Google;2018-03-27;台北市;2018-03-27;Campus Security Manager (English and Mandarin)
2018-04-13;香港商影美晴有限公司;2018-04-13;台北市 大安區;2018-04-13;數據科學家 (Data Scientist)
2018-04-13;中國信託金融控股股份有限公司(中國信託);2018-04-13;台北市 南港區;2018-04-13;行政_大數據/AI開發工程師
2018-04-13;敦陽科技股份有限公司;2018-04-13;台北市 內湖區;2018-04-13;大數據平台開發工程師(台北)
2018-04-13;台新金控;2018-04-13;台北市;2018-04-13;財務工程人員
2018-04-13;台新國際商業銀行股份有限公司;2018-04-13;台北市 內湖區;2018-04-13;數據工程師
2018-04-13;國立清華大學;2018-04-13;新竹市;2018-04-13;誠徵 資料工程師
2018-04-13;國立清華大學;2018-04-13;新竹市;2018-04-13;誠徵 雲端平台架構師
2018-04-13;中國信託金融控股股份有限公司(中國信託);2018-04-13;台北市 南港區;2018-04-13;數據架構師
2018-04-13;億光電子工業股份有限公司;2018-04-13;新北市 樹林區;2018-04-13;資料庫管理專員
2018-04-13;國立屏東科技大學;2018-04-13;屏東縣 內埔鄉;2018-04-13;107學年度第1學期「校務基金進用」「研究人員」(機電系統整合領域/大數據分析領域/人工智慧領域)公告-News-!
2018-04-13;聚碩科技股份有限公司;2018-04-13;新竹市 東區;2018-04-13;資料庫管理工程師【HCBU】
2018-04-13;聚碩科技股份有限公司;2018-04-13;台北市 內湖區;2018-04-13;Pre-sales【SISG】
2018-04-13;KPMG_安侯建業聯合會計師事務所;2018-04-13;台北市 信義區;2018-04-13;【顧問部】顧問師/高級顧問師 (財務風險管理 程式設計)-316
2018-04-13;財團法人工業技術研究院;2018-04-13;新竹縣 竹東鎮;2018-04-13;派遣_工研院資通所_大數據資料處理軟體工程師(N3)
2018-04-13;葡萄王生技股份有限公司;2018-04-13;桃園市 平鎮區;2018-04-13;『平鎮廠』資料分析工程師
2018-04-13;財團法人工業技術研究院;2018-04-13;新竹縣 竹東鎮;2018-04-13;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2018-04-13;KPMG_安侯建業聯合會計師事務所;2018-04-13;台北市 信義區;2018-04-13;【顧問部】顧問師/高級顧問師 (財務風險管理 Web程式設計)-316
2018-04-13;跨境電商股份有限公司;2018-04-13;台中市 西屯區;2018-04-13;PHP系統技術工程師mysql
2018-04-13;聯華電子股份有限公司;2018-04-13;台南市 新市區;2018-04-13;深度學習建模與開發工程師_南科
2018-04-13;Google;2018-04-13;台北市;2018-04-13;Product Manager, Consumer Hardware
2018-04-13;優力華人力資源管理顧問有限公司;2018-04-13;台北市;2018-04-13;Mechanical Director處主管
2018-04-13;Boehringer Ingelheim;2018-04-13;台北市;2018-04-13;醫藥代表 (北區) - GP
2018-05-22;儒毅科技股份有限公司;2018-05-22;台北市;2018-05-22;O2O管理平台程式設計
2018-05-22;NetBase Solutions;2018-05-22;台北市;2018-05-22;System/Network Engineer
2018-05-22;經緯智庫股份有限公司(MGR);2018-05-22;台北市;2018-05-22;Site Reliability Specialist
2018-05-22;經緯智庫股份有限公司(MGR);2018-05-22;台北市;2018-05-22;Machine Learning Engineer
2018-05-22;中國信託金融控股股份有限公司(中國信託);2018-05-22;台北市 南港區;2018-05-22;數據科學家
2018-05-22;東南旅行社股份有限公司;2018-05-22;台北市 中山區;2018-05-22;資料分析師(資訊一部)
2018-05-22;FYTE;2018-05-22;台北市;2018-05-22;Big Data Department Manager
2018-05-22;沛星互動科技股份有限公司;2018-05-22;台北市 信義區;2018-05-22;AI Backend Engineer
2018-05-22;沛星互動科技股份有限公司;2018-05-22;台北市 信義區;2018-05-22;Data Backend Engineer
2018-05-22;香港商影美晴有限公司;2018-05-22;台北市 大安區;2018-05-22;數據科學家 (Data Scientist)
2018-05-22;安德網路股份有限公司;2018-05-22;台北市 中山區;2018-05-22;Full Stack developer
2018-05-22;國家中山科學研究院;2018-05-22;桃園市 龍潭區;2018-05-22;資訊通信研究所4
2018-05-22;敦陽科技股份有限公司;2018-05-22;台北市 內湖區;2018-05-22;技術工程師
2018-05-22;財團法人金屬工業研究發展中心;2018-05-22;高雄市 楠梓區;2018-05-22;107DK027-AI演算法應用開發工程師
2018-05-22;佳邦科技股份有限公司;2018-05-22;苗栗縣 竹南鎮;2018-05-22;資料分析工程師
2018-05-22;緯創軟體股份有限公司;2018-05-22;台北市 內湖區;2018-05-22;大數據工程師
2018-05-22;建漢科技股份有限公司;2018-05-22;新竹縣 寶山鄉;2018-05-22;Database Backend Engineer(台北/新竹)
2018-05-26;Google;2018-05-26;台北市;2018-05-26;Technical Solutions Engineer, Internet of Things Home Automation, Google Home
2018-05-26;揚運國際有限公司;2018-05-26;台北市;2018-05-26;YC-遊戲軟體中級運維工程師-TCL2
2018-05-26;沛星互動科技股份有限公司;2018-05-26;台北市 信義區;2018-05-26;AI Backend Engineer
2018-05-26;沛星互動科技股份有限公司;2018-05-26;台北市 信義區;2018-05-26;Data Backend Engineer
2018-05-26;FYTE;2018-05-26;台北市;2018-05-26;Big Data Developer
2018-05-26;國家中山科學研究院;2018-05-26;桃園市 龍潭區;2018-05-26;資訊通信研究所4
2018-05-26;緯創軟體股份有限公司;2018-05-26;台北市 內湖區;2018-05-26;大數據工程師
2018-05-26;財團法人金屬工業研究發展中心;2018-05-26;高雄市 楠梓區;2018-05-26;107DK027-AI演算法應用開發工程師
2018-05-26;緯創軟體股份有限公司;2018-05-26;台北市 內湖區;2018-05-26;R-大數據工程師
2018-06-08;Amazon.com;2018-06-08;台北市;2018-06-08;Manager, AWS Technical Support Team
2018-06-08;富邦媒體科技股份有限公司(富邦momo);2018-06-08;台北市 內湖區;2018-06-08;D4000 機器學習/資料科學工程師
2018-06-08;凌群電腦股份有限公司;2018-06-08;台北市 萬華區;2018-06-08;軟體研發人員(RD2)
2018-06-08;富邦媒體科技股份有限公司;2018-06-08;台北市 內湖區;2018-06-08;機器學習/資料科學工程師
2018-06-08;驊宏資通股份有限公司;2018-06-08;台北市 中正區;2018-06-08;2018年研發替代役-資料科學家
2018-06-08;Oath Inc;2018-06-08;台北市;2018-06-08;Sr. Software Engineer
2018-06-08;中國信託金融控股股份有限公司(中國信託);2018-06-08;台北市 南港區;2018-06-08;行政_大數據/AI開發工程師
2018-06-08;Recruit Express;2018-06-08;台北市;2018-06-08;自然語言處理科學家 (NLP)
2018-06-08;優力華人力資源管理顧問有限公司;2018-06-08;台北市;2018-06-08;Data Engineer
2018-06-08;億光電子工業股份有限公司;2018-06-08;新北市 樹林區;2018-06-08;資料庫管理專員
2018-06-08;經緯智庫股份有限公司(MGR);2018-06-08;台北市;2018-06-08;Big Data/AI Developer
2018-03-26;Lumentum Operations LLC;2018-03-26;桃園市;2018-03-26;BI Engineer(Enterprise Apps Analyst 3)
2018-03-26;中華電信公司;2018-03-26;台灣;2018-03-26;中華電信公司107年第7次從業人員(具工作經驗)遴選簡章
2018-03-26;Placements.io;2018-03-26;台北市;2018-03-26;Senior Backend Engineer - Taipei, Taiwan
2018-03-26;富邦媒體科技股份有限公司(富邦momo);2018-03-26;台北市 內湖區;2018-03-26;D4000 機器學習/資料科學工程師
2018-03-26;凌群電腦股份有限公司;2018-03-26;台北市 萬華區;2018-03-26;系統設計師(證券)
2018-03-26;緯創軟體股份有限公司;2018-03-26;台北市 內湖區;2018-03-26;R-大數據工程師
2018-03-26;吉樂健康資訊科技有限公司;2018-03-26;台中市 沙鹿區;2018-03-26;雲端系統架構工程師、其他資訊專業人員
2018-03-26;晶元光電股份有限公司.;2018-03-26;台南市 新市區;2018-03-26;資訊系統整合工程師(南科)
2018-03-26;財團法人金屬工業研究發展中心;2018-03-26;高雄市 楠梓區;2018-03-26;107DK027-AI演算法應用開發工程師
2018-03-26;Lumentum Operations LLC;2018-03-26;桃園市;2018-03-26;Software Engineer (Enterprise Apps Analyst 3)
2018-03-26;Corning;2018-03-26;台北市 內湖區;2018-03-26;502941000
2018-03-26;Google;2018-03-26;台北市;2018-03-26;Campus Security Manager (English and Mandarin)
2018-03-26;Google;2018-03-26;台北市;2018-03-26;Technical Operations Manager, Corporate Engineering
2018-03-26;Google;2018-03-26;台北市;2018-03-26;Facilities Manager
2018-03-17;敦陽科技股份有限公司;2018-03-17;台北市 內湖區;2018-03-17;EE Software Developer [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2018-03-17;金貝科技有限公司;2018-03-17;台北市 內湖區;2018-03-17;DevOps 開發運維工程師
2018-03-17;經緯智庫股份有限公司(MGR);2018-03-17;台北市;2018-03-17;Data Analyst
2018-03-17;Amazon.com;2018-03-17;台北市;2018-03-17;Technical Account Manager - Amazon Web Services
2018-03-17;日月光半導體製造股份有限公司;2018-03-17;高雄市 楠梓區;2018-03-17;【資訊】數據分析工程師
2018-03-17;建漢科技股份有限公司;2018-03-17;新竹縣 寶山鄉;2018-03-17;Database Backend Engineer(台北/新竹)
2018-03-17;General Electric;2018-03-17;台北市;2018-03-17;Field Technical Engineer
2018-03-17;Intel;2018-03-17;台北市;2018-03-17;Supplier Quality Engineer
2018-03-17;Apple;2018-03-17;台北市;2018-03-17;Supplier Quality Engineer – Modules & Components
2018-04-07;Lumentum Operations LLC;2018-04-07;桃園市;2018-04-07;BI Engineer(Enterprise Apps Analyst 3)
2018-04-07;台新金控;2018-04-07;台北市;2018-04-07;財務工程人員
2018-04-07;兆洋資訊股份有限公司;2018-04-07;台北市 內湖區;2018-04-07;【台北內湖】網路文字資料探勘分析(Text Mining/Data Crawler)演算法工程師
2018-04-07;騰雲科技服務股份有限公司;2018-04-07;新北市;2018-04-07;BI工程師 / 大數據工程師
2018-04-07;中央研究院(中研院);2018-04-07;台北市 南港區;2018-04-07;中研院統計所『資料科學統計合作社』誠徵研究助理或研究技師數名
2018-04-07;富邦媒體科技股份有限公司;2018-04-07;台北市 內湖區;2018-04-07;機器學習/資料科學工程師
2018-04-07;敦陽科技股份有限公司;2018-04-07;台北市 內湖區;2018-04-07;資深大數據平台開發工程師(台北)
2018-04-07;Recruit Express;2018-04-07;台北市;2018-04-07;DevOPs Site Reliability Specialist above 1M
2018-04-07;Boehringer Ingelheim;2018-04-07;台北市;2018-04-07;醫藥代表 (北區) - GP
2018-04-07;Boehringer Ingelheim;2018-04-07;台北市;2018-04-07;醫藥業務專員 (北區) - CV/CNS
2018-04-07;Rythm;2018-04-07;台北市;2018-04-07;Manufacturing Operations Manager - Based in Taipei
2018-04-07;JTI;2018-04-07;台北市;2018-04-07;Finance Associate Manager
2018-04-07;優力華人力資源管理顧問有限公司;2018-04-07;台北市;2018-04-07;Product Manager歐洲區與大陸區各一資深工程師~主任工程師
2014-03-11;馬來西亞商思想科技有限公司台灣分公司;2014-03-11;台北市 松山區;2014-03-11;軟件開發工程師
2014-03-04;關貿網路股份有限公司;2014-03-04;台北市 南港區;2014-03-04;(校園徵才)103年研發替代役_雲端運算平台及營運管理服務機制建置
2013-12-20;UILA Networks.Inc;2013-12-20;台北市 南港區;2013-12-20;Server architect and development
2013-12-27;TRG Partners Executive Search;2013-12-27;台灣;2013-12-27;Hadoop 高级工程师/架构师
2013-12-27;北京英泰德商务咨询有限公司;2013-12-27;台灣;2013-12-27;知名数据仓库设备商 Experienced Hadoop Architect
2015-01-07;Teradata;2015-01-07;台北市;2015-01-07;Solution Architect
2015-01-07;Teradata;2015-01-07;台北市;2015-01-07;Jr. Hadoop Consultant
2015-01-07;Teradata;2015-01-07;台北市;2015-01-07;Sr. Analytic Data Scientist
2014-10-16;勁智數位科技股份有限公司;2014-10-16;台北市 大安區;2014-10-16;HPC/Hadoop RD工程師(台北)
2016-10-13;Teradata;2016-10-13;台北市;2016-10-13;Think Big Data Engineer (Hadoop高级工程师,架构师)
2016-10-13;Microsoft;2016-10-13;台北市;2016-10-13;Senior Cloud Manager
2016-10-13;台達電子工業股份有限公司;2016-10-13;台北市 內湖區;2016-10-13;Senior Semantic Search Engineer_台達研究院(台北)
2016-10-13;東森信息科技股份有限公司;2016-10-13;新北市 中和區;2016-10-13;大數據系統架構師(專案管理部)
2016-10-13;玉山銀行;2016-10-13;台北市 中山區;2016-10-13;資訊人員-系統管理師
2016-10-13;台達電子工業股份有限公司;2016-10-13;台北市 內湖區;2016-10-13;軟體資深工程師_(台北)
2018-05-31;中華電信公司;2018-05-31;台灣;2018-05-31;中華電信公司107年第12次從業人員(具工作經驗)遴選簡章
2018-05-31;Blizzard Entertainment;2018-05-31;台北市;2018-05-31;Systems Administrator
2018-05-31;好好投資科技股份有限公司;2018-05-31;台北市;2018-05-31;【彈性工時】數據分析研究生
2018-05-31;Shopline;2018-05-31;台北市;2018-05-31;Data Engineer
2018-05-31;香港商傑風網路有限公司台灣分公司;2018-05-31;台北市;2018-05-31;軟體工程師
2018-05-31;香港商傑風網路有限公司台灣分公司;2018-05-31;台北市;2018-05-31;資料庫/商務智慧系統工程師
2018-05-31;驊宏資通股份有限公司;2018-05-31;台北市 中正區;2018-05-31;2018年研替役-資料科學家
2018-05-31;宏碁(Acer);2018-05-31;新北市 汐止區;2018-05-31;Data Engineer
2018-05-31;揚運國際有限公司;2018-05-31;台北市;2018-05-31;YC-遊戲軟體中級運維工程師-TCL2
2018-05-31;FYTE;2018-05-31;台北市;2018-05-31;Big Data Developer
2018-05-31;遠傳電信股份有限公司;2018-05-31;台北市 內湖區;2018-05-31;Data Scientist 資料科學家(內湖)
2018-03-06;Lumentum Operations LLC;2018-03-06;桃園市;2018-03-06;BI Engineer(Enterprise Apps Analyst 3)
2018-03-06;敦陽科技股份有限公司;2018-03-06;台北市 內湖區;2018-03-06;Senior Software Developer (J2EE & Big Data)
2018-03-06;Oath Inc;2018-03-06;台北市;2018-03-06;2018 Summer Intern - Multiple Openings
2018-03-06;鴻海精密工業股份有限公司(鴻海);2018-03-06;新北市 土城區;2018-03-06;【2018新幹班】01.人工智能類
2018-03-06;敦陽科技股份有限公司;2018-03-06;台北市 內湖區;2018-03-06;資深大數據平台開發工程師(台北)
2018-03-06;台灣積體電路製造股份有限公司(台積電);2018-03-06;台中市 西屯區;2018-03-06;系統/軟體開發工程師 (台中)
2018-03-06;台灣積體電路製造股份有限公司(台積電);2018-03-06;新竹市 東區;2018-03-06;電腦整合製造系統工程師
2018-03-06;台灣積體電路製造股份有限公司(台積電);2018-03-06;新竹市 東區;2018-03-06;大數據分析/資料科學工程師
2018-03-06;葡萄王生技股份有限公司;2018-03-06;桃園市 平鎮區;2018-03-06;『平鎮廠』資料分析工程師
2018-03-06;台灣積體電路製造股份有限公司(台積電);2018-03-06;新竹市 東區;2018-03-06;資訊技術建構工程師
2018-03-06;Micron;2018-03-06;台中市;2018-03-06;MCT Yield Enhancement Senior Engineer
